Date,degC,CO2
2019-06-30 21:00:08,11.61,171.1
2019-06-30 22:35:02,10.87,227.1
2019-07-01 00:00:08,10.9,248.3
2019-07-01 00:34:59,10.94,233.9
2019-07-01 02:34:56,12.02,174.4
2019-07-01 03:00:08,11.79,179.2
2019-07-01 04:35:02,12.27,212.5
2019-07-01 06:00:08,11.1,245.3
2019-07-01 06:34:59,10.87,290.5
2019-07-01 08:34:56,11.23,268.2
2019-07-01 09:00:08,11.1,265.6
2019-07-01 10:35:02,11.12,278.8
2019-07-01 12:00:08,11.1,290.7
2019-07-01 12:34:59,11.12,286.7
2019-07-01 14:34:56,11.17,297.6
2019-07-01 15:00:08,13.33,298.2
2019-07-01 16:35:02,11.66,331.5
2019-07-01 18:00:08,12.25,369.6
2019-07-01 18:34:59,12.04,361.3
2019-07-01 20:34:56,11.57,352.5
2019-07-01 21:00:08,11.73,338.4
2019-07-01 22:35:02,11.14,374.9
2019-07-02 00:00:08,11.35,339.5
2019-07-02 00:34:59,11.43,318.6
2019-07-02 02:34:56,11.37,325.1
2019-07-02 03:00:08,11.12,396.6
2019-07-02 04:35:02,12.09,368.4
2019-07-02 06:00:08,12.38,365.9
2019-07-02 06:34:59,12.09,380.5
2019-07-02 08:34:56,11.5,516.2
2019-07-02 09:00:08,11.05,549.8
2019-07-02 10:35:02,11.1,644.6
2019-07-02 12:00:08,10.87,800.4
2019-07-02 12:34:59,10.92,807.1
2019-07-02 14:34:56,11.14,975.7
2019-07-02 15:00:08,10.72,1029.9
2019-07-02 16:35:02,11.39,1109.6
2019-07-02 18:00:08,11.82,1235.9
2019-07-02 18:34:59,12.18,1246.1
2019-07-02 20:34:56,12.02,1322.2
2019-07-02 21:00:08,11.84,1340.4
2019-07-02 22:35:02,11.77,1385.5
2019-07-03 00:00:08,11.61,1483.5
2019-07-03 00:34:59,11.28,1481.1
2019-07-03 02:34:56,11.35,1644.7
2019-07-03 03:00:08,11.14,1665.9
2019-07-03 04:35:02,11.68,1708.9
2019-07-03 06:00:08,12,1710.7
2019-07-03 06:34:59,11.17,1617.1
2019-07-03 08:34:56,12.22,1596.9
2019-07-03 09:00:08,12.31,1566
2019-07-03 10:35:02,12.25,1492
2019-07-03 12:00:08,11.73,1399.9
2019-07-03 12:34:59,11.75,1315.3
2019-07-03 14:35:05,11.12,1294.1
2019-07-03 15:00:08,11.03,1278.1
2019-07-03 16:35:02,10.9,1292.2
2019-07-03 18:34:59,11.5,1058.5
2019-07-03 20:34:56,12.77,913.8
2019-07-03 21:00:08,12.45,868.6
2019-07-03 22:35:02,12.63,830.1
2019-07-04 00:00:08,11.35,760
2019-07-04 00:34:59,11.3,753.1
2019-07-04 02:34:56,11.3,689.9
2019-07-04 03:00:08,11.21,674.3
2019-07-04 04:35:02,10.87,724.4
2019-07-04 06:00:08,10.99,689.6
2019-07-04 06:34:59,10.87,649.7
2019-07-04 08:34:56,11.86,572.3
2019-07-04 09:00:08,12.11,545.5
2019-07-04 10:34:53,11.57,511
2019-07-04 12:00:08,11.52,476.7
2019-07-04 12:34:59,11.61,479.3
2019-07-04 14:34:56,10.43,568.9
2019-07-04 15:00:08,10.36,607.9
2019-07-04 16:35:02,10.58,636.9
2019-07-04 18:00:08,11.19,604.5
2019-07-04 18:34:59,11.19,550.2
2019-07-04 20:34:56,12.81,396.9
2019-07-04 21:00:08,12.63,355.6
2019-07-04 22:35:02,12.43,318.9
2019-07-05 00:00:08,10.52,394.6
2019-07-05 00:34:59,10.61,464
2019-07-05 02:34:56,10.34,502.9
2019-07-05 03:00:08,10.32,513.4
2019-07-05 04:35:02,11.5,375.8
2019-07-05 06:00:08,10.61,398.9
2019-07-05 06:34:59,10.96,322.3
2019-07-05 08:34:56,11.73,248.4
2019-07-05 09:00:08,11.55,233.7
2019-07-05 10:34:53,11.77,230.5
2019-07-05 12:00:08,12.06,225.6
2019-07-05 12:34:59,11.32,239.6
2019-07-05 14:34:56,10.4,366.6
2019-07-05 15:00:08,10.49,417.4
2019-07-05 16:35:02,10.29,440.7
2019-07-05 18:00:08,10.78,345.5
2019-07-05 18:34:59,11.28,268.6
2019-07-05 20:34:56,11.46,233.7
2019-07-05 21:00:08,12.09,201.5
2019-07-05 22:35:02,12.47,172
2019-07-06 00:00:08,12.54,189.2
2019-07-06 00:34:59,12.52,177
2019-07-06 02:34:56,11.17,209.3
2019-07-06 03:00:08,11.1,208.3
2019-07-06 04:34:53,11.19,226.4
2019-07-06 06:00:08,11.21,215.1
2019-07-06 06:34:59,11.26,211.2
2019-07-06 08:34:56,11.35,188.6
2019-07-06 09:00:08,11.41,182.9
2019-07-06 10:34:53,12.38,220.7
2019-07-06 12:00:08,11.95,256.8
2019-07-06 12:34:59,11.21,192.6
2019-07-06 14:34:56,11.48,221.6
2019-07-06 15:00:08,11.86,244.8
2019-07-06 16:35:02,11.91,225
2019-07-06 18:00:08,12.27,216.4
2019-07-06 18:34:59,11.7,230.9
2019-07-06 20:34:56,11.5,218.8
2019-07-06 21:00:08,11.52,210.9
2019-07-06 22:35:02,12.52,172.6
2019-07-07 00:00:08,12.06,195.9
2019-07-07 00:34:50,11.88,176.2
2019-07-07 02:34:56,11.39,205.8
2019-07-07 03:00:08,11.52,234.3
2019-07-07 04:34:53,11.19,313.2
2019-07-07 06:00:08,11.17,236.8
2019-07-07 06:34:59,11.75,267.4
2019-07-07 08:34:56,12.92,204.1
2019-07-07 09:00:08,12.99,198.4
2019-07-07 10:34:53,11.97,166.2
2019-07-07 12:00:08,11.75,142
2019-07-07 12:34:59,11.77,139.2
2019-07-07 14:34:56,11.05,209.2
2019-07-07 15:00:08,13.04,226.2
2019-07-07 16:34:53,10.76,243.3
2019-07-07 18:00:08,10.49,261.1
2019-07-07 18:34:59,10.36,312.4
2019-07-07 20:34:56,10.72,316.3
2019-07-07 21:00:08,10.58,291.3
2019-07-07 22:35:02,13.54,169.9
2019-07-08 00:34:59,12,174.3
2019-07-08 02:34:56,11.64,200.3
2019-07-08 03:00:08,11.66,204.1
2019-07-08 04:34:53,11.14,244.8
2019-07-08 06:00:08,11.17,225.1
2019-07-08 06:34:59,11.12,229.7
2019-07-08 08:34:56,11.21,271
2019-07-08 09:00:08,11.97,233.1
2019-07-08 10:34:53,10.81,262.6
2019-07-08 12:00:08,13.2,202.2
2019-07-08 12:34:59,12.31,175.8
2019-07-08 14:34:56,12.7,201.7
2019-07-08 15:00:08,11.23,221.7
2019-07-08 16:34:53,11.41,242.2
2019-07-08 18:00:08,11.37,222.2
2019-07-08 18:34:59,11.66,236.4
2019-07-08 20:34:56,10.94,246.2
2019-07-08 21:00:08,12.79,230.6
2019-07-08 22:35:02,11.52,202.8
2019-07-09 00:00:08,11.68,183.9
2019-07-09 00:34:59,14.38,164.5
2019-07-09 02:34:56,11.39,203.8
2019-07-09 03:00:08,11.79,185.8
2019-07-09 04:35:02,11.93,215.8
2019-07-09 06:00:08,10.67,284.1
2019-07-09 06:34:59,10.25,324.6
2019-07-09 08:34:56,10.85,300.8
2019-07-09 09:00:08,11.3,264.7
2019-07-09 10:34:53,11.48,239.1
2019-07-09 12:00:08,11.64,224.6
2019-07-09 12:34:59,11.7,231.5
2019-07-09 14:34:56,11.66,244.1
2019-07-09 15:00:08,11.97,224.6
2019-07-09 16:35:02,12.25,231.5
2019-07-09 18:00:08,11.28,303.4
2019-07-09 18:34:59,11.05,333.6
2019-07-09 20:34:56,10.23,553.9
2019-07-09 21:00:08,10.25,549.3
2019-07-09 22:34:53,10.49,470
2019-07-10 00:00:08,10.96,378.4
2019-07-10 00:34:59,10.81,345
2019-07-10 02:34:56,13.56,321.7
2019-07-10 03:00:08,13.26,308.6
2019-07-10 04:34:53,12.25,296.6
2019-07-10 06:00:08,11.35,394.9
2019-07-10 06:34:59,11.17,406.3
2019-07-10 08:34:56,9.76,621.8
2019-07-10 09:00:08,10.23,680.3
2019-07-10 10:34:53,10.02,705
2019-07-10 12:00:08,10.29,708.8
2019-07-10 12:34:59,10.27,718.6
2019-07-10 14:34:56,12.02,373.8
2019-07-10 15:00:08,13.26,322.2
2019-07-10 16:34:53,12.36,292.5
2019-07-10 18:00:08,11.59,370.7
2019-07-10 18:34:50,11.43,380.1
2019-07-10 20:34:56,10.63,502.7
2019-07-10 21:00:08,10.14,578.3
2019-07-10 22:34:53,10.43,633.1
2019-07-11 00:00:08,10.25,641.5
2019-07-11 00:34:59,10.2,609.9
2019-07-11 02:34:56,13.24,237.7
2019-07-11 03:00:08,13.22,233.4
2019-07-11 04:34:53,12.22,273
2019-07-11 06:00:08,12.25,285.9
2019-07-11 06:34:59,12.29,284.3
2019-07-11 08:34:56,11.1,369.4
2019-07-11 09:00:08,11.19,412.7
2019-07-11 10:35:02,11.35,339.5
2019-07-11 12:00:08,13.45,256.5
2019-07-11 12:34:59,13.38,222.1
2019-07-11 14:34:56,12.88,209.9
2019-07-11 15:00:08,12.72,226.7
2019-07-11 16:34:53,12.67,263
2019-07-11 18:00:08,12.74,275
2019-07-11 18:34:59,12.61,270.3
2019-07-11 20:34:56,13.47,241.7
2019-07-11 21:00:08,13.45,221.1
2019-07-11 22:34:53,13.79,215.4
2019-07-12 00:00:08,13.92,198.6
2019-07-12 00:34:59,13.99,192.4
2019-07-12 02:34:56,14.43,197.9
2019-07-12 03:00:08,14.54,191
2019-07-12 04:34:53,14.5,194.8
2019-07-12 06:34:59,14.43,200.1
2019-07-12 08:34:56,14.34,212.9
2019-07-12 09:00:08,14.34,213.5
2019-07-12 10:35:02,14.47,211.8
2019-07-12 12:00:08,14.43,216.8
2019-07-12 12:34:59,14.22,224.6
2019-07-12 14:34:56,14.5,214.2
2019-07-12 15:00:08,14.34,211
2019-07-12 16:34:53,14.13,207.6
2019-07-12 18:00:08,14.41,215
2019-07-12 18:34:50,14.34,213
2019-07-12 20:34:56,14.34,240.6
2019-07-12 21:00:08,15.12,242.3
2019-07-12 22:34:53,14.77,225
2019-07-13 00:00:08,14.52,230.6
2019-07-13 00:34:59,14.57,224.5
2019-07-13 02:34:56,14.24,227.2
2019-07-13 03:00:08,14.41,228.8
2019-07-13 04:34:53,14.54,224.9
2019-07-13 06:00:08,14.93,220.5
2019-07-13 06:34:59,14.41,224.6
2019-07-13 08:34:56,14.38,237.8
2019-07-13 09:00:08,14.7,234.9
2019-07-13 10:34:53,13.99,245.1
2019-07-13 12:00:08,15.05,223.2
2019-07-13 12:34:59,14.61,211.4
2019-07-13 14:34:56,13.97,252
2019-07-13 15:00:08,13.33,264.9
2019-07-13 16:35:02,13.31,292.3
2019-07-13 18:00:08,13.17,292.8
2019-07-13 18:34:59,14.06,269.2
2019-07-13 20:34:56,13.4,331
2019-07-13 21:00:08,13.67,309
2019-07-13 22:34:53,13.56,312.9
2019-07-14 00:00:08,15.28,252.1
2019-07-14 00:34:59,15.07,229.5
2019-07-14 02:34:56,14.86,229.8
2019-07-14 03:00:08,14.68,230
2019-07-14 04:34:53,13.56,255.6
2019-07-14 06:00:08,13.01,275.6
2019-07-14 06:34:50,12.88,284.3
2019-07-14 08:34:56,12.47,355.8
2019-07-14 09:00:08,12.4,357.4
2019-07-14 10:34:53,12.31,369.5
2019-07-14 12:00:08,13.04,303.9
2019-07-14 12:34:59,15.19,267.9
2019-07-14 14:34:56,14.59,256.7
2019-07-14 15:00:08,14.61,253.7
2019-07-14 16:34:53,13.86,277.7
2019-07-14 18:00:08,13.45,301.7
2019-07-14 18:34:59,13.15,320.2
2019-07-14 20:34:56,12.88,325.9
2019-07-14 21:00:08,12,336.9
2019-07-14 22:34:53,12.61,332.7
2019-07-15 00:00:08,13.33,295.1
2019-07-15 00:34:59,15.51,274.8
2019-07-15 02:34:56,14.7,241.7
2019-07-15 03:00:08,14.8,234
2019-07-15 04:34:53,13.24,241.5
2019-07-15 06:00:08,12.86,282
2019-07-15 06:34:59,12.95,291.2
2019-07-15 08:34:56,12.22,361.4
2019-07-15 09:00:08,11.77,453.7
2019-07-15 10:34:53,11.97,427.6
2019-07-15 12:00:08,12.02,377
2019-07-15 12:34:50,11.68,406.5
2019-07-15 14:34:56,14.36,332.7
2019-07-15 15:00:08,13.86,311.5
2019-07-15 16:34:53,13.26,333.4
2019-07-15 18:00:08,12.79,361.1
2019-07-15 18:34:59,12.92,358.5
2019-07-15 20:34:56,12.16,351.1
2019-07-15 21:00:08,11.84,360.5
2019-07-15 22:34:53,11.46,394.6
2019-07-16 00:00:08,12.31,344.4
2019-07-16 00:34:59,11.68,376.9
2019-07-16 02:34:56,12.67,339.6
2019-07-16 03:00:08,14.68,337.7
2019-07-16 04:34:53,13.9,335.5
2019-07-16 06:00:08,12.49,366.6
2019-07-16 06:34:59,12.29,396.3
2019-07-16 08:34:56,11.55,464
2019-07-16 09:00:08,11.35,459.2
2019-07-16 10:34:53,11.35,494.7
2019-07-16 12:34:59,12.31,429.1
2019-07-16 14:34:56,14.04,377.5
2019-07-16 15:00:08,14.57,365.5
2019-07-16 16:34:53,13.86,337.2
2019-07-16 18:00:08,13.24,380.6
2019-07-16 18:34:59,13.08,362.6
2019-07-16 20:34:56,11.97,456.7
2019-07-16 21:00:08,11.75,464.5
2019-07-16 22:34:53,11.28,460
2019-07-17 00:00:08,11.79,459.7
2019-07-17 00:34:59,13.47,466
2019-07-17 02:34:56,14.73,319
2019-07-17 03:00:08,14.7,312.3
2019-07-17 04:34:53,13.45,334.2
2019-07-17 06:00:08,12.97,339.9
2019-07-17 06:34:59,12.25,373
2019-07-17 08:34:56,11.1,420
2019-07-17 09:00:08,11.14,440
2019-07-17 10:34:53,11.86,471.3
2019-07-17 12:00:08,11.79,402.7
2019-07-17 12:34:59,13.08,377.3
2019-07-17 14:34:56,14.06,306.5
2019-07-17 15:00:08,13.92,319.2
2019-07-17 16:34:53,13.47,387.1
2019-07-17 18:00:08,12.13,391.9
2019-07-17 18:34:59,11.91,397.1
2019-07-17 20:34:56,12.58,352
2019-07-17 21:00:08,13.33,357.4
2019-07-17 22:34:53,12.18,333
2019-07-18 00:00:08,12.31,345.4
2019-07-18 00:34:59,11.84,426.4
2019-07-18 02:34:56,14.47,363.2
2019-07-18 03:00:08,13.4,340.7
2019-07-18 04:34:53,14.15,278.3
2019-07-18 06:00:08,12.72,297.8
2019-07-18 06:34:59,12.86,315.7
2019-07-18 08:34:56,12.95,380.3
2019-07-18 09:00:08,12.47,414.3
2019-07-18 10:34:53,12.92,402.5
2019-07-18 12:00:08,12.86,418
2019-07-18 12:34:50,12.72,437.5
2019-07-18 14:34:56,11.66,461.9
2019-07-18 15:00:08,12.65,480.5
2019-07-18 16:34:53,13.99,308.4
2019-07-18 18:00:08,14.73,306.2
2019-07-18 18:34:59,14.2,308.8
2019-07-18 20:34:56,14.15,310.5
2019-07-18 21:00:08,14.22,300.5
2019-07-18 22:34:53,15.35,289.3
2019-07-19 00:00:08,13.99,268.7
2019-07-19 00:34:59,13.88,268.8
2019-07-19 02:34:56,14.38,274.7
2019-07-19 03:00:08,15.53,257.9
2019-07-19 04:34:53,15.03,250.7
2019-07-19 06:00:08,14.43,307.4
2019-07-19 06:34:50,14.61,300.5
2019-07-19 08:34:56,13.72,325.9
2019-07-19 09:00:08,13.97,310.6
2019-07-19 10:34:53,14.73,325.9
2019-07-19 12:00:08,14.73,308.8
2019-07-19 12:34:59,14.57,291.2
2019-07-19 14:34:56,13.26,349.2
2019-07-19 15:00:08,12.86,354.8
2019-07-19 16:34:53,13.26,434.9
2019-07-19 18:00:08,14.41,313.2
2019-07-19 18:34:50,13.45,315.6
2019-07-19 20:34:56,12.16,467.5
2019-07-19 21:00:08,12.2,424.8
2019-07-19 22:34:53,13.83,375
2019-07-20 00:00:08,12.79,386
2019-07-20 00:34:59,12.43,396
2019-07-20 02:34:56,11.61,443.4
2019-07-20 03:00:08,11.66,465.9
2019-07-20 04:34:53,11.97,501.2
2019-07-20 06:00:08,10.61,582.3
2019-07-20 06:34:59,11.1,524.4
2019-07-20 08:34:56,12.38,487
2019-07-20 09:00:08,11.91,482.6
2019-07-20 10:34:53,12.04,584.7
2019-07-20 12:00:08,11.17,683.6
2019-07-20 12:34:59,10.52,735.3
2019-07-20 14:34:56,9.69,1000.2
2019-07-20 15:00:08,9.6,1060
2019-07-20 16:34:53,9.67,1000.8
2019-07-20 18:34:50,10.52,819
2019-07-20 20:34:56,10.85,774.5
2019-07-20 21:00:08,10.94,734.2
2019-07-20 22:34:53,10.54,699.8
2019-07-21 00:00:08,11.48,662.4
2019-07-21 00:34:50,9.71,810.2
2019-07-21 02:34:56,9.53,1080.7
2019-07-21 03:00:08,9.05,1206.3
2019-07-21 04:34:53,9.07,1450.1
2019-07-21 06:00:08,8.71,1424.6
2019-07-21 06:34:59,9.53,1349.9
2019-07-21 08:34:56,9.38,1247.5
2019-07-21 09:00:08,9.85,1162.6
2019-07-21 10:34:53,9.27,1240.6
2019-07-21 12:00:08,9.05,1356.1
2019-07-21 12:34:50,8.98,1383.1
2019-07-21 14:34:56,9.56,1289.7
2019-07-21 15:00:08,9.13,1390
2019-07-21 16:34:53,8.51,1653.7
2019-07-21 18:00:08,8.45,1588.2
2019-07-21 18:34:50,9,1551.5
2019-07-21 20:34:56,9.47,1318
2019-07-21 21:00:08,9.58,1321.6
2019-07-21 22:34:53,10.18,1182.6
2019-07-22 00:00:08,9.78,1134.7
2019-07-22 00:34:50,9.31,1127.6
2019-07-22 02:34:56,8.87,1331.2
2019-07-22 03:00:08,8.87,1317.5
2019-07-22 04:34:53,9.58,1124.9
2019-07-22 06:00:08,10.09,1037.5
2019-07-22 06:34:50,9.87,1053
2019-07-22 08:34:56,10.2,1147.5
2019-07-22 09:00:08,9.65,1114.5
2019-07-22 10:34:53,9,1348.7
2019-07-22 12:00:08,9.05,1488.6
2019-07-22 12:34:59,9.76,1349.6
2019-07-22 14:34:56,10.76,1011.3
2019-07-22 15:00:08,10.85,980.2
2019-07-22 16:34:53,9.56,1205.6
2019-07-22 18:00:08,9.89,1127.9
2019-07-22 18:34:50,10.09,1058
2019-07-22 20:34:56,10.23,1263.5
2019-07-22 21:00:08,9.82,1282.6
2019-07-22 22:34:53,9.85,1553.3
2019-07-23 00:00:08,8.82,1413.4
2019-07-23 00:34:50,9.33,1344.4
2019-07-23 02:34:56,8.87,1484
2019-07-23 03:00:08,9.47,1495
2019-07-23 04:34:53,11.5,793.9
2019-07-23 06:00:08,12.56,746
2019-07-23 06:34:50,12.4,731.5
2019-07-23 08:34:56,9.71,1146.2
2019-07-23 09:00:08,9.38,1271.1
2019-07-23 10:34:53,9,1301.1
2019-07-23 12:00:08,9.13,1442.7
2019-07-23 12:34:50,9.18,1440.1
2019-07-23 14:34:56,8.76,1684.1
2019-07-23 15:00:08,9.05,1652.6
2019-07-23 16:34:53,9.6,1078.3
2019-07-23 18:00:08,10.99,921
2019-07-23 18:34:59,11.12,1014.5
2019-07-23 20:34:56,9.47,1175.4
2019-07-23 21:00:08,9.29,1282.5
2019-07-23 22:34:53,9.76,1364.3
2019-07-24 00:00:08,9.38,1415.3
2019-07-24 00:34:50,9.29,1465.7
2019-07-24 02:34:56,12.47,999.7
2019-07-24 03:00:08,12.02,892.4
2019-07-24 04:34:53,10.96,724.3
2019-07-24 06:00:08,9.8,922.3
2019-07-24 06:34:50,9.76,1143.2
2019-07-24 08:34:56,9.51,1349
2019-07-24 09:00:08,9.27,1428.1
2019-07-24 10:34:53,9.05,1606.4
2019-07-24 12:00:08,9.02,1634.3
2019-07-24 12:34:50,9.07,1629.9
2019-07-24 14:34:56,12.63,877.8
2019-07-24 15:00:08,10.58,815.7
2019-07-24 16:34:53,9.6,1058.4
2019-07-24 18:00:08,9.47,1216.6
2019-07-24 18:34:50,9.74,1249.4
2019-07-24 20:34:56,9.4,1533.2
2019-07-24 21:00:08,8.82,1525.6
2019-07-24 22:34:53,8.67,1598.4
2019-07-25 00:34:50,8.93,1380.2
2019-07-25 02:34:56,10.54,919.9
2019-07-25 03:00:08,11.19,834
2019-07-25 04:34:53,10.2,839
2019-07-25 06:00:08,9.05,1301.3
2019-07-25 06:34:50,9.11,1380.8
2019-07-25 08:34:56,8.87,1503
2019-07-25 09:00:08,8.82,1536.4
2019-07-25 10:34:53,8.62,1680.1
2019-07-25 12:00:08,8.67,1610.2
2019-07-25 12:34:50,9.25,1581.4
2019-07-25 14:34:56,11.26,825.6
2019-07-25 15:00:08,12.83,818
2019-07-25 16:34:53,10.83,846.1
2019-07-25 18:00:08,9.91,1233.5
2019-07-25 18:34:50,9.31,1285.7
2019-07-25 20:34:56,9.49,1322.5
2019-07-25 21:00:08,9.2,1283.2
2019-07-25 22:34:53,8.65,1499.6
2019-07-26 00:00:08,8.69,1362
2019-07-26 00:34:50,8.62,1417.3
2019-07-26 02:34:56,9.27,969.7
2019-07-26 03:00:08,8.89,1018
2019-07-26 04:34:53,9.96,805.2
2019-07-26 06:00:08,9.91,1077.2
2019-07-26 06:34:50,9.85,1162.7
2019-07-26 08:34:56,8.51,1617.2
2019-07-26 09:00:08,8.25,1823.6
2019-07-26 10:34:53,8.29,1580.9
2019-07-26 12:00:08,8.2,1801.8
2019-07-26 12:34:50,8.2,1891.2
2019-07-26 14:34:56,8.13,1971.1
2019-07-26 15:00:08,8.16,1983.1
2019-07-26 16:34:53,9.69,1431.6
2019-07-26 18:00:08,10.11,1184.1
2019-07-26 18:34:50,9.87,1554.5
2019-07-26 20:34:56,8.25,1767.5
2019-07-26 21:00:08,8.16,1915.8
2019-07-26 22:34:53,8.2,1944
2019-07-27 00:00:08,8.45,1913
2019-07-27 00:34:50,8.27,1860.4
2019-07-27 02:34:56,8.38,1545.9
2019-07-27 03:00:08,8.36,1504.8
2019-07-27 04:34:53,8.47,1521.3
2019-07-27 06:00:08,8.58,1471.4
2019-07-27 06:34:50,8.38,1593.1
2019-07-27 08:34:56,8.05,1560.6
2019-07-27 09:00:08,7.91,1466.9
2019-07-27 10:34:53,7.91,1428.7
2019-07-27 12:00:08,7.89,1411.6
2019-07-27 12:34:50,7.98,1584.4
2019-07-27 14:34:56,8.22,1762.4
2019-07-27 15:00:08,8.16,1759.6
2019-07-27 16:34:53,8.36,1761.4
2019-07-27 18:00:08,8.49,1761.1
2019-07-27 18:34:50,8.56,1751.8
2019-07-27 20:34:56,8.82,1622.9
2019-07-27 21:00:08,8.71,1630.4
2019-07-27 22:34:53,8.58,1644.3
2019-07-28 00:00:08,8.62,1706.8
2019-07-28 00:34:50,8.33,1721.4
2019-07-28 02:34:56,8.18,1688.8
2019-07-28 03:00:08,8.16,1664.7
2019-07-28 04:34:53,8.33,1669.5
2019-07-28 06:00:08,8.42,1608.9
2019-07-28 06:34:50,8.53,1585.8
2019-07-28 08:34:48,8.93,1584.2
2019-07-28 09:00:08,9.4,1585.2
2019-07-28 10:34:53,9.2,1530.2
2019-07-28 12:00:08,8.69,1567.3
2019-07-28 12:34:50,8.62,1567.5
2019-07-28 14:34:48,8.6,1631.6
2019-07-28 15:00:08,8.62,1647.7
2019-07-28 16:34:53,8.82,1705.9
2019-07-28 18:00:08,8.8,1701.2
2019-07-28 18:34:50,9,1678.5
2019-07-28 20:34:48,8.93,1588.8
2019-07-28 21:00:08,8.96,1554
2019-07-28 22:34:53,9.18,1312.1
2019-07-29 00:00:08,9.22,1110.5
2019-07-29 00:34:50,9.27,1129.6
2019-07-29 02:34:48,8.82,1391.3
2019-07-29 03:00:08,8.85,1391.7
2019-07-29 04:34:53,8.51,1592.5
2019-07-29 06:34:50,8.42,1651.2
2019-07-29 08:34:56,8.51,1693.3
2019-07-29 09:00:08,8.51,1725.9
2019-07-29 10:34:53,8.33,1780.3
2019-07-29 12:00:08,8.33,1702.1
2019-07-29 12:34:50,9.36,1536.4
2019-07-29 14:34:56,8.96,1482.6
2019-07-29 15:00:08,8.69,1591.8
2019-07-29 16:34:53,8.47,1724.6
2019-07-29 18:00:08,8.42,1747.8
2019-07-29 18:34:50,8.47,1755.9
2019-07-29 20:34:56,9.27,1512.6
2019-07-29 21:00:08,9.36,1481.6
2019-07-29 22:34:53,9.58,1319.9
2019-07-30 00:00:08,8.96,1375.5
2019-07-30 00:34:50,8.38,1499.9
2019-07-30 02:34:48,8.4,1648.6
2019-07-30 03:00:08,8.33,1623.1
2019-07-30 04:34:53,8.53,1663.9
2019-07-30 06:00:08,8.71,1622.7
2019-07-30 06:34:50,8.71,1590.8
2019-07-30 08:34:48,8.07,1511.5
2019-07-30 09:00:08,8.33,1558.8
2019-07-30 10:34:53,8.78,1492.2
2019-07-30 12:00:08,9.27,1278.6
2019-07-30 12:34:50,9.2,1211
2019-07-30 14:34:48,8.69,1390
2019-07-30 15:00:08,8.62,1437.5
2019-07-30 16:34:53,8.05,1760.3
2019-07-30 18:00:08,8.07,1817.3
2019-07-30 18:34:50,8.09,1806.3
2019-07-30 20:34:56,8.53,1632.5
2019-07-30 21:00:08,8.58,1575.6
2019-07-30 22:34:53,9.07,1246
2019-07-31 00:00:08,9.91,1077
2019-07-31 00:34:50,9.78,865.1
2019-07-31 02:34:56,9.22,966
2019-07-31 03:00:08,8.85,1180.6
2019-07-31 04:34:53,8.58,1446.5
2019-07-31 06:00:08,8.29,1576.5
2019-07-31 06:34:50,8.29,1662.5
2019-07-31 08:34:48,8.58,1548.1
2019-07-31 09:00:08,8.51,1563.9
2019-07-31 10:34:45,9,1400.6
2019-07-31 12:00:08,9.38,1172
2019-07-31 12:34:50,9.2,1197.7
2019-07-31 14:34:48,9.27,931.8
2019-07-31 15:00:08,9.22,935.3
2019-07-31 16:34:53,8.47,1455
2019-07-31 18:00:08,8.38,1633.9
2019-07-31 18:34:50,8.45,1644.2
2019-07-31 20:34:48,8.58,1584.8
2019-07-31 21:00:08,8.67,1561.1
2019-07-31 22:34:53,8.73,1461.4
2019-08-01 00:00:08,9,1286
2019-08-01 00:34:50,9.09,1212.9
2019-08-01 02:34:48,9.51,871.4
2019-08-01 03:00:08,9.4,865.7
2019-08-01 04:34:53,9.2,932.9
2019-08-01 06:00:08,9.11,1043.3
2019-08-01 06:34:50,9.13,1051.3
2019-08-01 08:34:48,8.76,1347.1
2019-08-01 09:00:08,8.53,1491.4
2019-08-01 10:34:53,8.42,1645
2019-08-01 12:00:08,8.67,1668.4
2019-08-01 12:34:50,8.91,1438.7
2019-08-01 14:34:48,9.51,1224
2019-08-01 15:00:08,9.65,1092.8
2019-08-01 16:34:53,9.13,1057.6
2019-08-01 18:00:08,8.78,1343
2019-08-01 18:34:50,8.69,1367.2
2019-08-01 20:34:48,8.71,1387.3
2019-08-01 21:00:08,8.69,1401.4
2019-08-01 22:34:45,8.45,1376.7
2019-08-02 00:00:08,8.87,1251.1
2019-08-02 00:34:50,8.89,1191.6
2019-08-02 02:34:48,9.47,1005.1
2019-08-02 03:00:08,9.4,1020.4
2019-08-02 04:34:53,9.16,1060
2019-08-02 06:00:08,8.87,1200.4
2019-08-02 06:34:50,8.98,1217.4
2019-08-02 08:34:48,8.73,1355.6
2019-08-02 09:00:08,8.76,1348.9
2019-08-02 10:34:53,8.76,1367.1
2019-08-02 12:34:50,8.91,1263.2
2019-08-02 14:34:48,10.23,1087.8
2019-08-02 15:00:08,9.96,947.2
2019-08-02 16:34:53,8.69,1115.7
2019-08-02 18:00:08,8.56,1457.9
2019-08-02 18:34:50,8.58,1487.6
2019-08-02 20:34:48,8.82,1400.5
2019-08-02 21:00:08,8.65,1370.4
2019-08-02 22:34:45,8.85,1415
2019-08-03 00:00:08,8.76,1344.8
2019-08-03 00:34:50,10.29,1020.8
2019-08-03 02:34:48,9.74,841.5
2019-08-03 03:00:08,9.58,832.6
2019-08-03 04:34:45,9.22,967.9
2019-08-03 06:00:08,8.96,1161.3
2019-08-03 06:34:50,9.07,1119.9
